trip_id,region,requested_at,distance_km,demand_index,surge_multiplier,predicted_eta_minutes,actual_eta_minutes,base_fare_usd,final_fare_usd,driver_available,converted
280,Downtown,2026-07-08T21:44:00,10.23,0.63,1.0,21.7,19.8,18.31,18.31,1,1
281,North,2026-06-24T18:50:00,8.33,3.09,2.25,16.8,18.9,15.74,35.41,1,1
282,South,2026-06-23T19:45:00,11.62,2.13,1.68,33.2,35.0,20.19,33.92,1,1
283,East,2026-07-28T08:15:00,8.33,1.77,1.46,21.6,22.0,15.74,22.99,1,1
284,South,2026-07-08T03:19:00,3.63,1.32,1.19,9.4,12.5,9.4,11.18,1,1
285,South,2026-07-08T19:37:00,8.33,3.18,2.31,24.6,27.2,15.74,36.36,1,0
286,West,2026-06-21T19:17:00,3.16,3.02,2.21,6.7,8.6,8.76,19.36,0,0
287,North,2026-06-14T02:28:00,7.83,1.46,1.28,23.4,25.2,15.08,19.3,1,1
288,North,2026-06-05T19:56:00,11.42,2.44,1.86,29.6,30.7,19.91,37.04,1,0
289,East,2026-07-30T01:20:00,4.03,1.25,1.15,12.3,11.8,9.94,11.43,0,0
290,West,2026-07-21T02:40:00,3.88,1.21,1.13,10.6,5.0,9.74,11.0,1,1
291,North,2026-07-30T09:41:00,7.58,2.51,1.9,19.7,21.7,14.74,28.0,0,0
292,South,2026-07-04T18:05:00,7.75,2.04,1.63,18.8,21.8,14.96,24.38,1,1
293,Downtown,2026-07-07T09:47:00,2.19,2.26,1.76,4.9,3.8,7.46,13.13,1,1
294,Downtown,2026-06-18T09:33:00,2.79,3.09,2.26,7.3,10.0,8.26,18.67,1,1
295,East,2026-06-10T23:14:00,0.8,1.54,1.32,2.5,5.1,5.58,7.37,1,1
296,East,2026-07-09T09:09:00,9.28,3.03,2.22,27.9,28.4,17.03,37.81,1,1
297,South,2026-06-29T23:31:00,8.12,1.5,1.3,26.3,27.7,15.46,20.1,0,0
298,North,2026-06-05T19:58:00,11.99,2.12,1.67,32.0,33.0,20.69,34.55,1,1
299,South,2026-06-02T08:16:00,5.9,2.04,1.62,14.1,13.7,12.46,20.19,1,1
300,Downtown,2026-07-21T07:55:00,7.67,3.08,2.25,20.6,17.1,14.85,33.41,1,0
301,North,2026-07-02T19:15:00,9.06,2.48,1.89,27.0,25.1,16.73,31.61,0,0
302,East,2026-06-03T18:55:00,3.34,2.19,1.71,8.2,10.9,9.0,15.4,1,1
303,South,2026-07-29T00:58:00,5.27,0.95,1.0,15.5,13.5,11.61,11.61,1,1
304,West,2026-07-27T09:57:00,7.21,1.46,1.28,19.1,23.3,14.24,18.22,0,0
305,Downtown,2026-07-09T08:27:00,4.85,1.49,1.29,10.4,12.2,11.05,14.26,1,1
306,Downtown,2026-06-28T00:14:00,7.11,1.29,1.17,20.6,23.6,14.1,16.5,1,1
307,West,2026-07-29T04:13:00,11.67,0.82,1.0,22.9,22.7,20.25,20.25,1,1
308,South,2026-07-03T02:50:00,5.96,1.16,1.09,15.3,15.8,12.55,13.68,1,1
309,Downtown,2026-06-22T18:55:00,6.42,2.16,1.7,15.2,15.9,13.17,22.39,1,1
310,South,2026-07-28T23:00:00,7.73,0.84,1.0,13.2,12.9,14.93,14.93,1,1
311,South,2026-07-13T06:53:00,5.89,1.32,1.19,15.0,12.5,12.46,14.82,1,1
312,West,2026-07-07T00:47:00,4.75,1.25,1.15,11.1,11.8,10.92,12.55,1,1
313,West,2026-06-23T18:25:00,8.99,2.59,1.95,23.1,29.1,16.64,32.44,1,1
314,East,2026-06-17T19:30:00,9.0,2.94,2.17,21.3,26.1,16.65,36.13,1,0
315,Downtown,2026-06-24T16:33:00,7.99,1.27,1.16,22.8,22.3,15.28,17.73,1,1
316,North,2026-06-21T09:53:00,4.8,2.95,2.17,11.1,15.0,10.98,23.82,1,1
317,Downtown,2026-07-04T08:42:00,9.23,3.19,2.32,25.5,26.7,16.96,39.36,1,1
318,South,2026-06-01T18:23:00,7.64,2.28,1.77,18.2,17.5,14.82,26.23,1,1
319,Downtown,2026-06-13T00:16:00,8.38,1.32,1.19,22.3,21.9,15.81,18.81,1,1
320,West,2026-07-25T04:08:00,8.63,1.02,1.01,23.4,20.7,16.15,16.31,0,0
321,West,2026-06-25T09:45:00,6.66,2.18,1.71,12.0,13.6,13.5,23.08,1,1
322,Downtown,2026-06-13T22:54:00,8.86,1.31,1.19,20.3,22.7,16.46,19.59,0,0
323,West,2026-06-25T09:26:00,0.8,2.76,2.06,2.1,2,5.58,11.49,1,1
324,West,2026-07-01T07:04:00,4.54,2.19,1.72,10.2,12.4,10.62,18.27,1,1
325,West,2026-07-05T02:43:00,5.72,0.99,1.0,16.3,19.6,12.22,12.22,1,0
326,West,2026-06-06T19:13:00,9.83,2.42,1.85,29.8,33.0,17.77,32.87,1,0
327,West,2026-07-24T17:26:00,9.15,1.66,1.4,18.7,19.1,16.85,23.59,1,1
328,East,2026-06-06T08:16:00,6.46,2.6,1.96,16.2,21.0,13.22,25.91,1,1
329,South,2026-07-26T09:27:00,8.03,1.76,1.46,19.4,18.0,15.34,22.4,1,1
330,Downtown,2026-06-10T09:51:00,5.79,2.02,1.61,12.4,14.8,12.32,19.83,1,0
331,North,2026-06-27T21:52:00,5.36,1.4,1.24,15.1,14.6,11.74,14.55,1,1
332,West,2026-06-14T19:03:00,0.91,1.72,1.43,2.5,2.2,5.73,8.2,1,1
333,West,2026-06-12T00:46:00,1.17,1.1,1.06,2.8,2.2,6.08,6.44,1,1
334,South,2026-07-20T19:13:00,4.12,2.33,1.8,9.9,11.0,10.06,18.1,0,0
335,South,2026-07-13T19:45:00,10.54,1.68,1.41,24.7,24.9,18.73,26.41,1,1
336,South,2026-07-26T17:20:00,5.62,2.67,2.0,14.3,14.1,12.09,24.17,1,1
337,South,2026-06-26T22:20:00,3.16,0.82,1.0,9.2,10.8,8.77,8.77,1,1
338,West,2026-06-08T02:22:00,8.48,0.72,1.0,29.6,26.0,15.95,15.95,1,1
339,East,2026-06-02T18:31:00,11.93,1.76,1.46,26.0,25.8,20.61,30.09,1,1
340,West,2026-06-18T18:48:00,10.51,2.92,2.15,28.3,33.9,18.68,40.17,1,1
341,East,2026-06-13T20:42:00,5.89,0.95,1.0,16.4,15.4,12.45,12.45,1,1
342,North,2026-07-17T17:06:00,9.17,2.74,2.05,25.1,27.8,16.88,34.61,0,0
343,North,2026-07-03T17:26:00,5.47,2.44,1.86,13.5,12.9,11.89,22.11,0,0
344,South,2026-07-13T20:21:00,9.84,0.6,1.0,22.1,18.7,17.79,17.79,1,1
345,South,2026-06-08T07:17:00,4.94,2.24,1.75,12.7,11.3,11.17,19.55,1,1
346,West,2026-07-06T07:08:00,5.66,3.04,2.22,14.4,13.7,12.14,26.95,0,0
347,North,2026-06-04T14:50:00,5.84,1.34,1.21,14.0,16.0,12.38,14.98,1,1
348,Downtown,2026-07-04T05:36:00,11.9,1.49,1.29,35.0,36.7,20.57,26.53,1,1
349,North,2026-07-23T08:38:00,5.74,1.79,1.47,15.6,17.7,12.25,18.01,0,0
350,West,2026-07-08T19:00:00,8.92,1.97,1.58,27.5,26.6,16.55,26.14,1,1
351,Downtown,2026-07-14T07:51:00,5.52,1.76,1.45,15.1,13.1,11.95,17.32,1,1
352,West,2026-06-03T14:49:00,14.13,0.93,1.0,42.0,43.1,23.57,23.57,1,1
353,East,2026-07-21T10:41:00,5.9,0.76,1.0,13.7,11.7,12.46,12.46,1,1
354,East,2026-07-28T02:29:00,1.82,1.43,1.26,5.0,3.0,6.95,8.76,1,1
355,Downtown,2026-06-20T18:37:00,0.8,1.61,1.37,2,3.5,5.58,7.64,1,1
356,South,2026-07-08T12:15:00,4.13,1.48,1.29,8.2,7.0,10.07,13.0,0,0
357,West,2026-07-21T17:49:00,12.09,2.13,1.68,29.0,27.5,20.82,34.97,1,1
358,West,2026-07-21T08:19:00,1.52,2.28,1.77,4.2,6.5,6.55,11.6,1,1
359,West,2026-06-10T09:13:00,9.28,2.24,1.74,25.5,23.0,17.02,29.62,0,0
360,West,2026-06-27T17:51:00,15.09,1.84,1.5,40.6,44.2,24.87,37.3,1,1
361,East,2026-06-10T09:14:00,2.99,2.99,2.19,9.1,12.3,8.54,18.71,1,1
362,Downtown,2026-06-13T19:10:00,9.11,2.1,1.66,29.0,29.9,16.8,27.9,0,0
363,Downtown,2026-07-22T17:47:00,5.62,2.39,1.84,15.2,15.8,12.08,22.23,1,1
364,West,2026-06-05T15:21:00,6.23,1.04,1.03,17.9,17.5,12.91,13.3,1,1
365,Downtown,2026-07-22T18:58:00,4.39,2.64,1.99,10.2,14.0,10.43,20.76,0,0
366,West,2026-06-29T08:32:00,1.77,3.0,2.2,4.5,2.3,6.89,15.16,1,0
367,East,2026-06-10T07:58:00,5.62,2.11,1.66,14.4,15.2,12.09,20.07,1,1
368,Downtown,2026-06-02T10:26:00,4.48,1.25,1.15,12.3,9.7,10.55,12.13,1,1
369,East,2026-06-21T07:36:00,5.49,2.36,1.81,14.3,17.9,11.92,21.57,0,0
370,East,2026-07-18T16:43:00,12.03,0.91,1.0,34.2,34.7,20.74,20.74,1,1
371,South,2026-06-18T08:30:00,7.41,2.19,1.71,21.1,21.8,14.51,24.81,1,1
372,East,2026-06-08T07:58:00,9.7,2.52,1.91,22.2,23.3,17.59,33.6,1,0
373,East,2026-07-19T16:42:00,2.05,1.35,1.21,5.0,2.4,7.27,8.8,1,1
374,North,2026-06-17T12:00:00,11.93,0.64,1.0,33.2,30.5,20.6,20.6,1,1
375,South,2026-07-27T03:35:00,10.07,1.43,1.26,28.5,28.2,18.1,22.81,1,1
376,North,2026-07-20T09:53:00,0.8,3.09,2.26,2.1,2.6,5.58,12.61,1,1
377,South,2026-07-16T19:34:00,6.2,3.07,2.24,14.2,16.8,12.87,28.84,1,0
378,North,2026-07-25T17:15:00,11.21,2.44,1.86,25.5,28.3,19.64,36.53,1,1
379,South,2026-06-10T07:54:00,6.6,3.02,2.21,14.8,18.4,13.41,29.63,1,1
380,South,2026-07-12T18:45:00,0.8,2.09,1.66,2.4,2.3,5.58,9.26,1,1
381,Downtown,2026-06-14T19:19:00,10.49,3.15,2.29,29.9,31.6,18.67,42.74,0,0
382,East,2026-06-14T00:40:00,10.33,1.36,1.22,23.4,24.9,18.44,22.5,1,1
383,North,2026-06-03T17:29:00,8.25,2.53,1.92,22.6,22.9,15.64,30.03,0,0
384,South,2026-06-19T19:51:00,10.12,2.44,1.86,25.8,25.5,18.17,33.79,1,1
385,East,2026-06-05T21:17:00,5.82,1.0,1.0,12.9,11.7,12.36,12.36,1,1
386,East,2026-07-05T09:16:00,5.29,1.53,1.32,12.9,13.7,11.64,15.36,1,1
387,West,2026-06-13T09:12:00,7.97,2.77,2.06,21.6,23.0,15.26,31.43,1,1
388,South,2026-07-20T08:35:00,6.15,2.76,2.06,16.8,18.3,12.8,26.37,0,0
389,Downtown,2026-07-17T00:22:00,6.64,1.46,1.28,17.6,17.3,13.47,17.24,1,1
390,East,2026-06-23T08:02:00,4.67,2.73,2.04,11.6,10.6,10.81,22.05,1,1
391,East,2026-06-07T19:23:00,7.12,3.18,2.31,16.1,20.8,14.11,32.6,1,0
392,North,2026-07-04T17:32:00,3.0,2.1,1.66,7.0,11.4,8.55,14.2,0,0
393,East,2026-07-23T22:27:00,7.29,0.76,1.0,15.5,14.1,14.34,14.34,1,1
394,Downtown,2026-06-25T01:52:00,7.18,1.43,1.26,19.2,17.3,14.19,17.88,1,1
395,North,2026-07-25T09:39:00,3.18,2.78,2.07,7.9,12.6,8.8,18.22,1,1
396,North,2026-07-08T19:12:00,6.6,2.19,1.72,13.2,13.1,13.41,23.06,1,1
397,Downtown,2026-07-17T18:55:00,3.32,2.61,1.97,8.8,11.5,8.98,17.69,1,1
398,South,2026-06-08T19:38:00,11.12,2.09,1.65,27.1,25.7,19.52,32.2,0,0
399,Downtown,2026-07-21T18:14:00,2.99,1.47,1.28,6.7,10.6,8.54,10.93,0,0
400,North,2026-06-26T08:59:00,5.64,3.13,2.28,14.7,16.9,12.11,27.62,1,1
401,North,2026-06-10T13:30:00,6.57,1.57,1.34,16.2,18.5,13.37,17.91,1,1
402,North,2026-07-03T18:56:00,11.86,2.09,1.65,31.8,31.9,20.5,33.83,1,0
403,Downtown,2026-07-10T17:50:00,6.89,1.5,1.3,17.1,17.2,13.81,17.95,0,0
404,South,2026-06-02T07:32:00,9.61,2.86,2.12,23.6,26.6,17.48,37.05,0,0
405,West,2026-06-08T17:05:00,3.64,1.57,1.34,9.2,12.4,9.41,12.62,0,0
406,East,2026-06-18T08:48:00,1.47,1.93,1.56,3.2,4.2,6.48,10.11,0,0
407,North,2026-06-05T02:43:00,4.97,1.12,1.07,11.0,8.8,11.21,11.99,1,1
408,North,2026-07-29T01:03:00,8.92,1.32,1.19,27.2,28.3,16.54,19.68,1,1
409,South,2026-07-10T20:28:00,6.44,1.39,1.23,17.8,20.4,13.2,16.23,1,1
410,West,2026-07-19T17:48:00,7.06,3.19,2.31,18.4,18.7,14.03,32.4,1,0
411,South,2026-07-05T19:58:00,6.58,2.79,2.07,17.0,18.1,13.38,27.69,0,0
412,North,2026-07-23T19:27:00,7.59,2.53,1.92,17.8,22.6,14.74,28.3,0,0
413,Downtown,2026-06-04T17:34:00,6.73,3.08,2.25,22.0,25.1,13.58,30.56,1,0
414,North,2026-07-16T08:45:00,2.04,1.61,1.37,6.1,6.1,7.25,9.94,0,0
415,East,2026-07-19T09:21:00,6.47,2.64,1.99,17.3,18.3,13.23,26.33,1,1
416,North,2026-07-09T03:25:00,14.75,0.9,1.0,39.9,40.1,24.41,24.41,1,1
417,North,2026-07-17T14:32:00,5.52,1.37,1.22,13.1,14.8,11.95,14.58,1,1
418,West,2026-07-17T19:55:00,8.1,3.08,2.25,18.5,22.8,15.43,34.73,1,1
419,South,2026-07-22T09:21:00,6.42,1.74,1.45,17.0,20.0,13.17,19.1,1,1
420,South,2026-06-03T07:06:00,10.43,2.91,2.14,29.4,31.1,18.58,39.77,1,0
421,East,2026-06-01T08:59:00,12.12,2.05,1.63,38.3,42.2,20.87,34.01,1,1
422,Downtown,2026-07-13T06:15:00,10.81,1.51,1.31,30.9,34.8,19.09,25.0,0,0
423,South,2026-07-27T07:24:00,7.93,3.01,2.2,19.2,21.9,15.21,33.46,1,1
424,East,2026-06-02T13:31:00,6.57,0.72,1.0,14.1,14.7,13.37,13.37,1,1
425,South,2026-07-29T08:28:00,8.43,1.88,1.53,22.5,23.6,15.88,24.3,0,0
426,Downtown,2026-06-15T14:13:00,9.4,1.16,1.1,29.4,26.0,17.19,18.91,1,1
427,Downtown,2026-06-04T08:10:00,3.72,1.58,1.35,9.6,5.6,9.52,12.85,1,1
428,West,2026-07-11T09:13:00,8.02,1.91,1.54,21.1,21.8,15.33,23.61,1,1
429,Downtown,2026-06-01T17:51:00,5.79,2.25,1.75,15.0,15.6,12.32,21.56,1,1
430,East,2026-06-10T09:56:00,5.96,3.1,2.26,15.3,13.6,12.55,28.35,1,0
431,South,2026-06-02T17:57:00,5.93,2.93,2.16,13.5,19.1,12.5,27.0,1,1
432,South,2026-06-05T09:43:00,5.56,1.7,1.42,13.2,15.4,12.01,17.05,1,1
433,West,2026-07-14T23:39:00,8.24,1.07,1.04,20.5,20.9,15.62,16.25,1,1
434,North,2026-06-27T07:26:00,4.01,2.6,1.96,11.6,13.1,9.92,19.44,1,0
435,Downtown,2026-07-22T08:29:00,2.52,2.1,1.66,6.7,6.2,7.9,13.11,1,1
436,Downtown,2026-06-09T17:56:00,5.53,2.76,2.05,15.2,18.1,11.96,24.52,1,1
437,East,2026-07-27T17:14:00,11.62,1.88,1.53,23.5,24.6,20.19,30.89,1,1
438,North,2026-07-28T08:18:00,7.07,2.76,2.05,18.9,20.9,14.05,28.79,1,1
439,Downtown,2026-07-08T06:15:00,2.57,1.28,1.17,6.7,4.5,7.96,9.32,1,1
440,East,2026-07-07T09:55:00,5.94,2.65,1.99,15.4,18.6,12.52,24.91,1,1
441,North,2026-07-15T18:39:00,5.59,1.99,1.59,13.5,13.6,12.04,19.15,1,1
442,South,2026-06-30T21:50:00,7.49,1.57,1.34,20.4,21.4,14.61,19.58,1,1
443,South,2026-07-28T18:23:00,6.22,2.59,1.96,14.4,18.0,12.9,25.28,0,0
444,East,2026-06-08T01:08:00,8.13,1.48,1.29,18.5,17.2,15.48,19.97,1,1
445,Downtown,2026-06-23T09:48:00,4.67,2.27,1.76,12.5,12.6,10.8,19.0,1,1
446,East,2026-07-24T17:13:00,4.81,2.54,1.93,11.4,7.6,10.99,21.21,1,1
447,East,2026-06-11T19:38:00,1.95,2.78,2.07,5.3,8.5,7.13,14.77,1,1
448,North,2026-06-05T19:53:00,3.91,1.71,1.43,10.1,10.5,9.77,13.98,1,1
449,South,2026-06-02T01:05:00,14.27,0.75,1.0,32.6,30.6,23.76,23.76,1,1
450,East,2026-06-22T02:05:00,6.11,0.86,1.0,15.8,16.4,12.74,12.74,1,1
451,East,2026-06-22T15:09:00,9.28,1.16,1.1,30.1,31.9,17.03,18.73,1,1
452,South,2026-06-20T19:51:00,10.55,2.25,1.75,29.1,31.7,18.74,32.79,1,1
453,South,2026-07-10T05:42:00,3.13,0.61,1.0,8.3,8.4,8.73,8.73,1,1
454,Downtown,2026-06-28T16:21:00,12.48,1.32,1.19,38.4,39.3,21.35,25.41,1,1
455,West,2026-07-10T07:11:00,7.28,2.59,1.96,20.7,22.9,14.32,28.07,1,1
456,East,2026-06-26T09:46:00,8.41,1.95,1.57,22.2,21.4,15.86,24.9,1,1
457,South,2026-07-30T17:15:00,4.44,1.62,1.37,11.7,10.6,10.49,14.37,1,1
458,North,2026-06-07T17:39:00,6.09,2.1,1.66,14.5,16.3,12.73,21.13,0,0
459,East,2026-07-25T13:45:00,2.14,1.13,1.08,6.1,6.1,7.39,7.98,0,0
460,West,2026-06-06T17:17:00,3.75,1.64,1.38,11.5,8.6,9.57,13.2,0,0
461,Downtown,2026-06-03T08:04:00,9.32,2.01,1.61,20.9,24.1,17.09,27.51,1,1
462,North,2026-06-19T19:42:00,10.41,1.64,1.39,28.0,29.0,18.55,25.78,1,1
463,South,2026-06-16T07:48:00,8.26,2.05,1.63,17.8,17.3,15.65,25.5,0,0
464,West,2026-07-01T08:11:00,7.56,2.49,1.89,19.0,23.5,14.7,27.78,1,0
465,South,2026-07-29T21:06:00,9.08,1.4,1.24,21.2,17.8,16.76,20.78,1,1
466,Downtown,2026-06-21T08:46:00,6.03,2.74,2.04,15.0,18.0,12.64,25.78,1,1
467,Downtown,2026-06-23T00:48:00,6.48,0.64,1.0,17.4,16.9,13.24,13.24,1,1
468,East,2026-06-24T17:25:00,9.27,2.08,1.65,25.6,28.5,17.02,28.08,1,1
469,Downtown,2026-07-19T19:52:00,11.56,3.18,2.31,27.0,30.6,20.1,46.43,1,1
470,West,2026-06-28T19:08:00,0.8,1.83,1.5,2,2,5.58,8.37,1,1
471,East,2026-07-27T18:54:00,11.39,2.62,1.97,27.5,33.8,19.88,39.16,1,1
472,East,2026-07-01T18:50:00,8.42,2.75,2.05,24.0,23.1,15.87,32.53,0,0
473,North,2026-06-21T19:57:00,7.16,1.53,1.32,17.1,17.3,14.17,18.7,1,1
474,West,2026-06-25T08:40:00,4.37,3.0,2.2,10.4,11.6,10.41,22.89,1,1
475,East,2026-07-07T19:38:00,1.37,2.33,1.8,3.2,2,6.35,11.43,1,1
476,East,2026-07-05T09:42:00,9.81,2.65,1.99,30.1,34.1,17.74,35.3,1,1
477,South,2026-06-28T23:11:00,0.8,1.39,1.23,2.0,3.0,5.58,6.86,1,1
478,West,2026-06-11T09:45:00,11.71,1.54,1.32,27.7,29.7,20.31,26.81,1,1
479,West,2026-07-05T18:00:00,5.63,3.12,2.27,13.8,14.7,12.1,27.46,0,0
480,Downtown,2026-07-27T18:55:00,4.37,2.42,1.85,11.8,13.8,10.39,19.23,1,1
481,South,2026-07-03T12:09:00,4.84,1.23,1.14,12.3,10.3,11.04,12.58,1,1
482,West,2026-06-14T15:29:00,8.5,0.65,1.0,22.8,18.6,15.98,15.98,1,1
483,Downtown,2026-06-17T08:52:00,8.46,3.03,2.22,25.1,24.0,15.93,35.35,1,1
484,South,2026-06-18T19:27:00,3.88,3.07,2.24,12.7,16.7,9.74,21.82,0,0
485,North,2026-07-28T19:43:00,4.08,1.71,1.43,11.2,9.8,10.01,14.31,1,1
486,South,2026-06-11T19:22:00,5.62,2.51,1.91,14.3,16.7,12.09,23.1,0,0
487,South,2026-07-08T09:32:00,5.55,2.91,2.15,16.1,17.4,11.99,25.78,1,1
488,West,2026-07-08T15:32:00,4.52,0.77,1.0,13.6,14.5,10.6,10.6,1,1
489,West,2026-06-22T09:44:00,8.98,2.24,1.74,20.1,21.7,16.62,28.91,1,1
490,Downtown,2026-07-11T18:43:00,6.22,2.12,1.67,14.7,16.9,12.9,21.55,1,1
491,South,2026-07-11T09:54:00,4.21,2.43,1.86,11.6,13.2,10.18,18.94,1,1
492,East,2026-06-08T07:57:00,4.73,2.84,2.1,13.5,16.0,10.88,22.86,1,1
493,North,2026-06-23T17:50:00,10.63,2.26,1.76,25.7,24.9,18.85,33.17,1,1
494,East,2026-07-22T09:23:00,9.36,2.86,2.12,24.0,27.2,17.13,36.32,1,1
495,West,2026-06-02T04:13:00,11.89,0.75,1.0,33.3,34.6,20.55,20.55,1,1
496,North,2026-06-10T17:59:00,7.39,3.15,2.29,19.4,22.1,14.47,33.14,0,0
497,West,2026-07-25T18:27:00,11.92,2.76,2.05,35.0,38.0,20.59,42.21,0,0
498,North,2026-06-03T01:45:00,6.37,1.29,1.18,17.6,19.7,13.1,15.46,1,1
499,South,2026-06-24T06:54:00,3.58,0.85,1.0,9.7,16.0,9.33,9.33,1,1
500,South,2026-07-28T07:22:00,4.85,2.53,1.92,11.7,12.1,11.05,21.21,1,1
501,Downtown,2026-07-21T19:00:00,0.8,2.48,1.89,2.2,2,5.58,10.55,1,1
502,Downtown,2026-07-04T07:11:00,11.16,2.64,1.98,31.7,36.2,19.57,38.75,1,1
503,North,2026-07-25T19:26:00,5.93,2.08,1.65,14.3,14.8,12.5,20.63,1,1
504,South,2026-06-21T19:12:00,9.66,1.88,1.53,29.3,28.8,17.54,26.84,1,1
505,East,2026-06-21T17:35:00,6.16,1.69,1.41,18.6,18.2,12.82,18.07,1,1
506,North,2026-06-10T11:05:00,6.68,1.17,1.1,19.6,18.3,13.52,14.87,1,1
507,South,2026-06-07T09:56:00,11.4,2.2,1.72,34.2,36.0,19.88,34.2,1,0
508,West,2026-07-24T18:13:00,11.68,1.52,1.31,30.0,33.9,20.26,26.54,1,1
509,Downtown,2026-06-28T18:44:00,8.44,2.22,1.73,18.0,16.2,15.89,27.49,1,0
510,South,2026-07-22T18:03:00,11.05,2.48,1.89,32.3,32.7,19.42,36.71,1,1
511,South,2026-06-17T19:02:00,5.82,1.55,1.33,15.3,17.3,12.35,16.43,1,1
512,North,2026-07-17T08:53:00,5.01,3.08,2.25,13.3,17.9,11.26,25.34,0,0
513,South,2026-07-24T15:21:00,10.07,0.82,1.0,31.8,31.7,18.1,18.1,0,0
514,South,2026-07-29T23:19:00,8.95,1.57,1.34,23.8,21.7,16.58,22.22,1,1
515,North,2026-06-27T19:51:00,6.07,2.09,1.65,16.4,15.6,12.69,20.94,0,0
516,East,2026-06-11T16:07:00,6.97,1.15,1.09,17.1,17.9,13.91,15.16,1,1
517,East,2026-07-07T09:35:00,0.8,1.99,1.59,2.1,4.7,5.58,8.87,0,0
518,South,2026-07-02T17:21:00,8.26,2.09,1.66,19.4,19.5,15.66,25.99,0,0
519,North,2026-06-19T12:23:00,0.8,1.29,1.17,2,5.0,5.58,6.53,1,1
520,South,2026-06-24T07:12:00,5.08,1.94,1.56,14.3,15.9,11.36,17.72,0,0
521,North,2026-06-14T17:13:00,1.8,2.76,2.05,4.6,7.4,6.93,14.22,0,0
522,South,2026-07-14T17:42:00,8.18,1.4,1.24,23.7,25.1,15.54,19.28,1,1
523,North,2026-07-03T10:57:00,5.52,0.78,1.0,12.4,16.4,11.95,11.95,1,1
524,North,2026-06-18T17:47:00,5.98,2.33,1.8,13.5,19.6,12.58,22.64,1,0
525,West,2026-06-08T19:57:00,6.27,2.06,1.63,17.4,25.1,12.96,21.13,1,1
526,West,2026-06-11T09:23:00,3.56,2.39,1.84,7.8,12.4,9.3,17.12,0,0
527,South,2026-06-10T07:37:00,6.98,1.96,1.57,17.1,20.3,13.92,21.86,1,1
528,North,2026-06-16T10:15:00,8.63,1.53,1.32,27.9,28.6,16.15,21.32,1,1
529,Downtown,2026-06-25T11:30:00,6.72,1.27,1.16,16.0,14.2,13.57,15.74,1,1
530,South,2026-06-13T03:05:00,7.61,1.37,1.22,19.8,18.2,14.77,18.02,1,1
531,West,2026-06-16T18:11:00,5.53,3.04,2.22,15.8,17.9,11.97,26.58,0,0
532,North,2026-07-25T18:47:00,7.33,1.68,1.41,18.5,18.9,14.4,20.3,1,1
533,South,2026-07-03T09:14:00,4.85,2.59,1.95,11.3,12.5,11.05,21.54,0,0
534,West,2026-06-07T07:05:00,6.34,2.37,1.82,16.1,19.1,13.07,23.78,1,1
535,North,2026-06-26T10:54:00,4.81,0.67,1.0,12.9,17.0,11.0,11.0,1,1
536,West,2026-06-17T07:42:00,6.08,3.06,2.24,14.0,14.4,12.7,28.45,1,1
537,South,2026-06-10T03:27:00,9.9,1.3,1.18,29.0,30.0,17.86,21.08,1,1
538,North,2026-07-22T09:03:00,6.36,1.8,1.48,18.0,18.1,13.08,19.36,1,1
539,East,2026-06-11T22:28:00,7.23,1.14,1.09,19.8,20.4,14.26,15.54,1,1
540,North,2026-06-08T19:05:00,13.45,2.61,1.97,36.2,37.9,22.66,44.63,1,1
541,East,2026-07-25T19:50:00,0.8,2.2,1.72,2,5.1,5.58,9.6,1,1
542,South,2026-07-01T18:08:00,0.8,2.07,1.64,2,2.7,5.58,9.15,1,1
543,Downtown,2026-06-02T10:42:00,5.72,0.89,1.0,14.6,13.0,12.22,12.22,1,1
544,Downtown,2026-07-05T09:18:00,3.99,1.93,1.56,10.5,10.9,9.89,15.42,1,1
545,West,2026-07-26T09:19:00,5.2,2.05,1.63,13.7,17.9,11.51,18.77,1,1
546,East,2026-07-11T09:01:00,0.8,1.89,1.53,2.3,3.5,5.58,8.54,1,1
547,East,2026-07-22T18:21:00,5.7,2.83,2.1,15.5,16.5,12.2,25.62,1,1
548,South,2026-07-28T09:26:00,6.74,2.96,2.18,15.6,18.3,13.6,29.64,1,0
549,South,2026-06-23T08:59:00,5.41,1.47,1.28,13.0,15.3,11.8,15.1,0,0
550,East,2026-07-03T06:57:00,7.62,0.87,1.0,12.4,11.7,14.78,14.78,1,1
551,South,2026-06-25T18:47:00,2.75,2.0,1.6,8.2,8.8,8.21,13.14,0,0
552,Downtown,2026-07-10T08:06:00,5.04,1.76,1.46,15.1,12.3,11.31,16.51,1,1
553,East,2026-06-08T01:20:00,0.8,0.69,1.0,2.0,2,5.58,5.58,1,1
554,North,2026-07-28T08:21:00,9.94,3.18,2.31,26.2,32.0,17.92,41.39,1,1
555,North,2026-07-04T19:51:00,5.31,2.69,2.01,15.5,20.5,11.66,23.44,1,1
556,South,2026-07-20T17:30:00,6.9,2.39,1.83,15.1,18.3,13.82,25.29,1,1
557,West,2026-07-27T04:29:00,9.89,0.67,1.0,22.4,21.9,17.86,17.86,1,1
558,East,2026-07-04T09:45:00,6.79,1.7,1.42,15.3,15.9,13.66,19.4,1,1
559,West,2026-06-23T19:38:00,3.41,1.91,1.55,8.0,10.4,9.1,14.1,0,0
560,Downtown,2026-07-12T09:21:00,5.65,2.61,1.97,15.4,17.0,12.12,23.88,1,1
